event,timestamp_ns
pattern_start,1758539954278165800
fixation_start,1758539954605160000
fixation_end,1758539956607276200
fixation_start,1758539956934541400
fixation_end,1758539958935615600
fixation_start,1758539959262259500
fixation_end,1758539961263716400
fixation_start,1758539961590044400
fixation_end,1758539963591775100
fixation_start,1758539963916983400
fixation_end,1758539965918137300
pattern_end,1758539967919140700
