image,px,py
00_001484.jpg,228.4930191040039,171.84474182128906
00_001485.jpg,231.99141693115234,171.37095642089844
00_001488.jpg,233.22769927978516,171.62401390075684
00_001489.jpg,233.22769927978516,171.62401390075684
00_001490.jpg,237.0085678100586,172.44474029541016
00_001491.jpg,219.35186386108398,144.13650226593018
00_001492.jpg,236.97943115234375,172.3649024963379
00_001493.jpg,236.97943115234375,172.3649024963379
00_001494.jpg,236.27870559692383,172.01493072509766
00_001495.jpg,236.27870559692383,172.01493072509766
00_001496.jpg,236.99652099609375,172.662841796875
00_001497.jpg,236.8791389465332,172.6836814880371
00_001498.jpg,236.8791389465332,172.6836814880371
00_001499.jpg,236.69503784179688,172.56780242919922
00_001500.jpg,236.69503784179688,172.56780242919922
00_001501.jpg,236.4731674194336,172.61310195922852
00_001502.jpg,236.3244972229004,172.61619567871094
00_001503.jpg,236.3244972229004,172.61619567871094
00_001504.jpg,236.6407127380371,172.7815284729004
00_001505.jpg,236.79845428466797,173.0287094116211
00_001506.jpg,236.79845428466797,173.0287094116211
00_001507.jpg,237.15116119384766,173.20719528198242
00_001508.jpg,237.15116119384766,173.20719528198242
00_001509.jpg,237.13825607299805,173.1895866394043
00_001510.jpg,237.36918258666992,173.3474998474121
00_001511.jpg,237.36918258666992,173.3474998474121
00_001512.jpg,236.9081039428711,173.38672256469727
00_001513.jpg,236.9081039428711,173.38672256469727
00_001514.jpg,236.80401229858398,173.12942123413086
00_001515.jpg,237.00888061523438,173.26093292236328
00_001516.jpg,236.65211486816406,172.89553833007812
00_001517.jpg,236.65211486816406,172.89553833007812
00_001518.jpg,236.59002685546875,172.88206100463867
00_001519.jpg,236.59002685546875,172.88206100463867
00_001520.jpg,220.71366500854492,159.30233001708984
00_001521.jpg,236.11800384521484,172.59563064575195
00_001522.jpg,236.11800384521484,172.59563064575195
00_001523.jpg,236.54132080078125,172.87680435180664
00_001524.jpg,236.54132080078125,172.87680435180664
00_001525.jpg,235.91814041137695,172.0180892944336
00_001526.jpg,236.00786209106445,172.68476486206055
00_001527.jpg,236.00786209106445,172.68476486206055
00_001528.jpg,234.88042068481445,172.56053161621094
00_001529.jpg,234.84771728515625,172.3637809753418
00_001530.jpg,234.84771728515625,172.3637809753418
00_001531.jpg,132.2349395751953,135.4687843322754
00_001532.jpg,132.2349395751953,135.4687843322754
00_001533.jpg,235.09699249267578,172.2954978942871
00_001534.jpg,234.89323806762695,172.03253936767578
00_001535.jpg,234.89323806762695,172.03253936767578
00_001536.jpg,234.88793563842773,172.06951904296875
00_001537.jpg,234.88793563842773,172.06951904296875
00_001538.jpg,234.9404640197754,171.92119026184082
00_001539.jpg,234.84457397460938,171.87063217163086
00_001540.jpg,234.49715042114258,171.93530082702637
00_001541.jpg,234.49715042114258,171.93530082702637
00_001542.jpg,234.30941772460938,171.72471237182617
00_001543.jpg,234.30941772460938,171.72471237182617
01_001554.jpg,234.12812042236328,171.82359886169434
01_001555.jpg,233.81441116333008,171.8076686859131
01_001556.jpg,233.81441116333008,171.8076686859131
01_001557.jpg,233.86939239501953,171.92451095581055
01_001558.jpg,232.96546936035156,171.7897186279297
01_001559.jpg,232.96546936035156,171.7897186279297
01_001560.jpg,232.67194747924805,171.62688827514648
01_001561.jpg,232.67194747924805,171.62688827514648
01_001562.jpg,232.2008285522461,171.3329315185547
01_001563.jpg,233.13080596923828,171.60476684570312
01_001564.jpg,233.26213836669922,171.75810623168945
01_001565.jpg,233.26213836669922,171.75810623168945
01_001566.jpg,232.7328872680664,171.19677352905273
01_001567.jpg,232.7328872680664,171.19677352905273
01_001568.jpg,232.74721145629883,171.13017654418945
01_001571.jpg,231.46506118774414,171.5100440979004
01_001572.jpg,231.46506118774414,171.5100440979004
01_001577.jpg,231.9482765197754,169.06826400756836
01_001578.jpg,231.9482765197754,169.06826400756836
01_001584.jpg,233.9418067932129,167.00383758544922
01_001585.jpg,233.9418067932129,167.00383758544922
01_001588.jpg,215.19494247436523,138.83667850494385
01_001589.jpg,215.19494247436523,138.83667850494385
01_001593.jpg,222.26676177978516,165.29199981689453
01_001594.jpg,222.26676177978516,165.29199981689453
01_001595.jpg,234.17134857177734,170.77207565307617
01_001596.jpg,234.17134857177734,170.77207565307617
01_001597.jpg,233.45270538330078,170.7717227935791
01_001598.jpg,233.29018783569336,171.21789360046387
01_001599.jpg,233.29018783569336,171.21789360046387
01_001600.jpg,233.64783096313477,171.5658073425293
01_001601.jpg,233.39128875732422,171.65799522399902
01_001602.jpg,233.39128875732422,171.65799522399902
01_001603.jpg,232.9678955078125,171.35437393188477
01_001604.jpg,232.9678955078125,171.35437393188477
01_001605.jpg,233.32789611816406,171.88001251220703
01_001606.jpg,233.73722076416016,172.17734146118164
01_001607.jpg,233.73722076416016,172.17734146118164
01_001608.jpg,233.80257415771484,172.33875274658203
01_001609.jpg,233.80257415771484,172.33875274658203
01_001610.jpg,233.72636032104492,172.44521713256836
01_001611.jpg,233.60683059692383,172.3470115661621
01_001612.jpg,233.38203811645508,172.39403915405273
02_001623.jpg,232.27135467529297,172.25176620483398
02_001624.jpg,231.66229629516602,172.1609115600586
02_001625.jpg,230.5541763305664,171.97123336791992
02_001626.jpg,230.5541763305664,171.97123336791992
02_001627.jpg,230.08510208129883,171.93595123291016
02_001628.jpg,230.08510208129883,171.93595123291016
02_001629.jpg,229.94822692871094,171.92135620117188
02_001630.jpg,230.10977172851562,171.9330883026123
02_001631.jpg,230.10977172851562,171.9330883026123
02_001632.jpg,230.60156631469727,171.59347534179688
02_001633.jpg,230.60156631469727,171.59347534179688
02_001634.jpg,230.61602401733398,171.78777885437012
02_001635.jpg,230.75059509277344,171.65961456298828
02_001636.jpg,230.24851608276367,171.53175735473633
02_001637.jpg,230.24851608276367,171.53175735473633
02_001638.jpg,230.37472534179688,171.4904499053955
02_001639.jpg,230.37472534179688,171.4904499053955
02_001640.jpg,231.06470108032227,171.95427703857422
02_001641.jpg,230.4473762512207,171.45429801940918
02_001642.jpg,230.4473762512207,171.45429801940918
02_001643.jpg,230.60093307495117,171.68229293823242
02_001644.jpg,230.60093307495117,171.68229293823242
02_001645.jpg,230.78704071044922,171.82041358947754
02_001646.jpg,230.3031463623047,171.06743812561035
02_001647.jpg,230.3031463623047,171.06743812561035
02_001648.jpg,230.5858154296875,171.61457061767578
02_001649.jpg,230.3617820739746,171.33291816711426
02_001650.jpg,230.3617820739746,171.33291816711426
02_001651.jpg,230.43130493164062,171.35835075378418
02_001652.jpg,230.43130493164062,171.35835075378418
02_001653.jpg,230.6654281616211,171.56769561767578
02_001654.jpg,230.53479385375977,171.62740898132324
02_001655.jpg,230.53479385375977,171.62740898132324
02_001656.jpg,230.83725357055664,171.8093719482422
02_001657.jpg,230.83725357055664,171.8093719482422
02_001658.jpg,229.97422409057617,171.6238250732422
02_001659.jpg,230.05541610717773,171.61249923706055
02_001660.jpg,230.33843994140625,171.8297939300537
02_001661.jpg,230.33843994140625,171.8297939300537
02_001662.jpg,229.30070114135742,171.11895561218262
02_001663.jpg,229.30070114135742,171.11895561218262
02_001664.jpg,230.02624893188477,171.73798751831055
02_001665.jpg,230.3761100769043,171.7669906616211
02_001666.jpg,230.3761100769043,171.7669906616211
